xi;vi;v2i;vi-v2i;E;hi;c1;c2
0.5225;2.45132;2.45132;-1.24345e-14;1.32635e-14;0.0003125;44;39
0.522812;2.45688;2.45688;-1.24345e-14;1.32635e-14;0.0003125;44;39
0.523125;2.46247;2.46247;-1.28786e-14;1.37372e-14;0.0003125;44;39
0.523437;2.46808;2.46808;-1.33227e-14;1.42109e-14;0.0003125;44;39
0.52375;2.47372;2.47372;-1.33227e-14;1.42109e-14;0.0003125;44;39
0.524062;2.47938;2.47938;-1.33227e-14;1.42109e-14;0.0003125;44;39
0.524375;2.48507;2.48507;-1.37668e-14;1.46845e-14;0.0003125;44;39
0.524687;2.49079;2.49079;-1.42109e-14;1.51582e-14;0.0003125;44;39
0.525;2.49654;2.49654;-1.42109e-14;1.51582e-14;0.0003125;44;39
0.525312;2.50231;2.50231;-1.46549e-14;1.56319e-14;0.0003125;44;39
0.525625;2.50811;2.50811;-1.46549e-14;1.56319e-14;0.0003125;44;39
0.525781;2.51102;2.51102;-8.88178e-16;9.4739e-16;0.00015625;45;39
0.525937;2.51394;2.51394;-4.44089e-16;4.73695e-16;0.00015625;45;40
0.526094;2.51686;2.51686;-4.44089e-16;4.73695e-16;0.00015625;46;41
0.52625;2.51979;2.51979;0;0;0.00015625;47;42
0.526406;2.52273;2.52273;0;0;0.00015625;48;43
0.526562;2.52567;2.52567;-4.44089e-16;4.73695e-16;0.00015625;49;44
0.526719;2.52862;2.52862;-8.88178e-16;9.4739e-16;0.00015625;50;44
0.526875;2.53158;2.53158;-4.44089e-16;4.73695e-16;0.00015625;50;45
0.527031;2.53454;2.53454;-8.88178e-16;9.4739e-16;0.00015625;51;45
0.527187;2.53751;2.53751;-8.88178e-16;9.4739e-16;0.00015625;51;45
0.527344;2.54049;2.54049;-4.44089e-16;4.73695e-16;0.00015625;51;46
0.5275;2.54348;2.54348;-4.44089e-16;4.73695e-16;0.00015625;52;47
0.527656;2.54647;2.54647;-4.44089e-16;4.73695e-16;0.00015625;53;48
0.527812;2.54947;2.54947;-4.44089e-16;4.73695e-16;0.00015625;54;49
0.527969;2.55248;2.55248;-4.44089e-16;4.73695e-16;0.00015625;55;50
0.528125;2.55549;2.55549;-8.88178e-16;9.4739e-16;0.00015625;56;50
0.528281;2.55851;2.55851;-4.44089e-16;4.73695e-16;0.00015625;56;51
0.528437;2.56154;2.56154;-4.44089e-16;4.73695e-16;0.00015625;57;52
0.528594;2.56458;2.56458;-4.44089e-16;4.73695e-16;0.00015625;58;53
0.52875;2.56762;2.56762;-4.44089e-16;4.73695e-16;0.00015625;59;54
0.528906;2.57067;2.57067;-4.44089e-16;4.73695e-16;0.00015625;60;55
0.529062;2.57373;2.57373;0;0;0.00015625;61;56
0.529219;2.57679;2.57679;-8.88178e-16;9.4739e-16;0.00015625;62;56
0.529375;2.57986;2.57986;-8.88178e-16;9.4739e-16;0.00015625;62;56
0.529531;2.58294;2.58294;-4.44089e-16;4.73695e-16;0.00015625;62;57
0.529687;2.58603;2.58603;-4.44089e-16;4.73695e-16;0.00015625;63;58
0.529844;2.58912;2.58912;-8.88178e-16;9.4739e-16;0.00015625;64;58
0.53;2.59222;2.59222;-4.44089e-16;4.73695e-16;0.00015625;64;59
0.530156;2.59533;2.59533;0;0;0.00015625;65;60
0.530312;2.59845;2.59845;-4.44089e-16;4.73695e-16;0.00015625;66;61
0.530469;2.60157;2.60157;-8.88178e-16;9.4739e-16;0.00015625;67;61
0.530625;2.6047;2.6047;-4.44089e-16;4.73695e-16;0.00015625;67;62
0.530781;2.60784;2.60784;-4.44089e-16;4.73695e-16;0.00015625;68;63
0.530937;2.61098;2.61098;-8.88178e-16;9.4739e-16;0.00015625;69;63
0.531094;2.61414;2.61414;-8.88178e-16;9.4739e-16;0.00015625;69;63
0.53125;2.6173;2.6173;-8.88178e-16;9.4739e-16;0.00015625;69;63
0.531406;2.62047;2.62047;-8.88178e-16;9.4739e-16;0.00015625;69;63
0.531562;2.62364;2.62364;-8.88178e-16;9.4739e-16;0.00015625;69;63
0.531719;2.62683;2.62683;-4.44089e-16;4.73695e-16;0.00015625;69;64
0.531875;2.63002;2.63002;-4.44089e-16;4.73695e-16;0.00015625;70;65
0.532031;2.63322;2.63322;-8.88178e-16;9.4739e-16;0.00015625;71;65
0.532187;2.63642;2.63642;-8.88178e-16;9.4739e-16;0.00015625;71;65
0.532344;2.63964;2.63964;-4.44089e-16;4.73695e-16;0.00015625;71;66
0.5325;2.64286;2.64286;-4.44089e-16;4.73695e-16;0.00015625;72;67
0.532656;2.64609;2.64609;-8.88178e-16;9.4739e-16;0.00015625;73;67
0.532812;2.64932;2.64932;-8.88178e-16;9.4739e-16;0.00015625;73;67
0.532969;2.65257;2.65257;-8.88178e-16;9.4739e-16;0.00015625;73;67
0.533125;2.65582;2.65582;-8.88178e-16;9.4739e-16;0.00015625;73;67
0.533281;2.65908;2.65908;-8.88178e-16;9.4739e-16;0.00015625;73;67
0.533437;2.66235;2.66235;-4.44089e-16;4.73695e-16;0.00015625;73;68
0.533594;2.66563;2.66563;-4.44089e-16;4.73695e-16;0.00015625;74;69
0.53375;2.66891;2.66891;-4.44089e-16;4.73695e-16;0.00015625;75;70
0.533906;2.6722;2.6722;-8.88178e-16;9.4739e-16;0.00015625;76;70
0.534062;2.6755;2.6755;-4.44089e-16;4.73695e-16;0.00015625;76;71
0.534219;2.67881;2.67881;-8.88178e-16;9.4739e-16;0.00015625;77;71
0.534375;2.68213;2.68213;-8.88178e-16;9.4739e-16;0.00015625;77;71
0.534531;2.68545;2.68545;-4.44089e-16;4.73695e-16;0.00015625;77;72
0.534687;2.68878;2.68878;-4.44089e-16;4.73695e-16;0.00015625;78;73
0.534844;2.69212;2.69212;-8.88178e-16;9.4739e-16;0.00015625;79;73
0.535;2.69547;2.69547;-8.88178e-16;9.4739e-16;0.00015625;79;73
0.535156;2.69883;2.69883;-8.88178e-16;9.4739e-16;0.00015625;79;73
0.535312;2.70219;2.70219;-8.88178e-16;9.4739e-16;0.00015625;79;73
0.535469;2.70556;2.70556;-8.88178e-16;9.4739e-16;0.00015625;79;73
0.535625;2.70894;2.70894;-8.88178e-16;9.4739e-16;0.00015625;79;73
0.535781;2.71233;2.71233;-8.88178e-16;9.4739e-16;0.00015625;79;73
0.535937;2.71573;2.71573;-8.88178e-16;9.4739e-16;0.00015625;79;73
0.536094;2.71914;2.71914;-1.33227e-15;1.42109e-15;0.00015625;79;73
0.53625;2.72255;2.72255;-8.88178e-16;9.4739e-16;0.00015625;79;73
0.536406;2.72597;2.72597;-8.88178e-16;9.4739e-16;0.00015625;79;73
0.536562;2.7294;2.7294;-8.88178e-16;9.4739e-16;0.00015625;79;73
0.536719;2.73284;2.73284;-8.88178e-16;9.4739e-16;0.00015625;79;73
0.536875;2.73629;2.73629;-1.33227e-15;1.42109e-15;0.00015625;79;73
0.537031;2.73974;2.73974;-8.88178e-16;9.4739e-16;0.00015625;79;73
0.537187;2.74321;2.74321;-8.88178e-16;9.4739e-16;0.00015625;79;73
0.537344;2.74668;2.74668;-4.44089e-16;4.73695e-16;0.00015625;79;74
0.5375;2.75016;2.75016;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.537656;2.75365;2.75365;-8.88178e-16;9.4739e-16;0.00015625;80;74
0.537812;2.75714;2.75714;-8.88178e-16;9.4739e-16;0.00015625;80;74
0.537969;2.76065;2.76065;-8.88178e-16;9.4739e-16;0.00015625;80;74
0.538125;2.76417;2.76417;-8.88178e-16;9.4739e-16;0.00015625;80;74
0.538281;2.76769;2.76769;-8.88178e-16;9.4739e-16;0.00015625;80;74
0.538437;2.77122;2.77122;-8.88178e-16;9.4739e-16;0.00015625;80;74
0.538594;2.77476;2.77476;-8.88178e-16;9.4739e-16;0.00015625;80;74
0.53875;2.77831;2.77831;-8.88178e-16;9.4739e-16;0.00015625;80;74
0.538906;2.78187;2.78187;-8.88178e-16;9.4739e-16;0.00015625;80;74
0.539062;2.78544;2.78544;-8.88178e-16;9.4739e-16;0.00015625;80;74
0.539219;2.78901;2.78901;-8.88178e-16;9.4739e-16;0.00015625;80;74
0.539375;2.79259;2.79259;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.539531;2.79619;2.79619;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.539687;2.79979;2.79979;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.539844;2.8034;2.8034;-8.88178e-16;9.4739e-16;0.00015625;80;74
0.54;2.80702;2.80702;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.540156;2.81065;2.81065;-8.88178e-16;9.4739e-16;0.00015625;80;74
0.540312;2.81429;2.81429;-8.88178e-16;9.4739e-16;0.00015625;80;74
0.540469;2.81793;2.81793;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.540625;2.82159;2.82159;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.540781;2.82525;2.82525;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.540937;2.82892;2.82892;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.541094;2.83261;2.83261;-8.88178e-16;9.4739e-16;0.00015625;80;74
0.54125;2.8363;2.8363;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.541406;2.84;2.84;-8.88178e-16;9.4739e-16;0.00015625;80;74
0.541562;2.84371;2.84371;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.541719;2.84743;2.84743;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.541875;2.85115;2.85115;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.542031;2.85489;2.85489;-8.88178e-16;9.4739e-16;0.00015625;80;74
0.542187;2.85864;2.85864;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.542344;2.86239;2.86239;-8.88178e-16;9.4739e-16;0.00015625;80;74
0.5425;2.86616;2.86616;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.542656;2.86993;2.86993;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.542812;2.87372;2.87372;-8.88178e-16;9.4739e-16;0.00015625;80;74
0.542969;2.87751;2.87751;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.543125;2.88131;2.88131;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.543281;2.88512;2.88512;-1.77636e-15;1.89478e-15;0.00015625;80;74
0.543437;2.88894;2.88894;-8.88178e-16;9.4739e-16;0.00015625;80;74
0.543594;2.89277;2.89277;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.54375;2.89661;2.89661;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.543906;2.90046;2.90046;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.544062;2.90432;2.90432;-8.88178e-16;9.4739e-16;0.00015625;80;74
0.544219;2.90819;2.90819;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.544375;2.91207;2.91207;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.544531;2.91596;2.91596;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.544687;2.91986;2.91986;-1.77636e-15;1.89478e-15;0.00015625;80;74
0.544844;2.92376;2.92376;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.545;2.92768;2.92768;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.545156;2.93161;2.93161;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.545312;2.93554;2.93554;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.545469;2.93949;2.93949;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.545625;2.94345;2.94345;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.545781;2.94741;2.94741;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.545937;2.95139;2.95139;-1.77636e-15;1.89478e-15;0.00015625;80;74
0.546094;2.95538;2.95538;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.54625;2.95937;2.95937;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.546406;2.96338;2.96338;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.546562;2.96739;2.96739;-1.77636e-15;1.89478e-15;0.00015625;80;74
0.546719;2.97142;2.97142;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.546875;2.97545;2.97545;-1.77636e-15;1.89478e-15;0.00015625;80;74
0.547031;2.9795;2.9795;-1.77636e-15;1.89478e-15;0.00015625;80;74
0.547187;2.98356;2.98356;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.547344;2.98762;2.98762;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.5475;2.9917;2.9917;-1.77636e-15;1.89478e-15;0.00015625;80;74
0.547656;2.99579;2.99579;-1.77636e-15;1.89478e-15;0.00015625;80;74
0.547812;2.99988;2.99988;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.547969;3.00399;3.00399;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.548125;3.00811;3.00811;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.548281;3.01224;3.01224;-1.77636e-15;1.89478e-15;0.00015625;80;74
0.548437;3.01637;3.01637;-1.77636e-15;1.89478e-15;0.00015625;80;74
0.548594;3.02052;3.02052;-1.77636e-15;1.89478e-15;0.00015625;80;74
0.54875;3.02468;3.02468;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.548906;3.02885;3.02885;-1.77636e-15;1.89478e-15;0.00015625;80;74
0.549062;3.03303;3.03303;-1.77636e-15;1.89478e-15;0.00015625;80;74
0.549219;3.03722;3.03722;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.549375;3.04142;3.04142;-1.77636e-15;1.89478e-15;0.00015625;80;74
0.549531;3.04563;3.04563;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.549687;3.04986;3.04986;-1.33227e-15;1.42109e-15;0.00015625;80;74
0.549844;3.05409;3.05409;-1.77636e-15;1.89478e-15;0.00015625;80;74
0.55;3.05833;3.05833;-1.77636e-15;1.89478e-15;0.00015625;80;74
0.550156;3.06258;3.06258;-2.22045e-15;2.36848e-15;0.00015625;80;74
0.550312;3.06685;3.06685;-1.77636e-15;1.89478e-15;0.00015625;80;74
0.550469;3.07112;3.07112;-1.77636e-15;1.89478e-15;0.00015625;80;74
0.550625;3.07541;3.07541;-2.22045e-15;2.36848e-15;0.00015625;80;74
0.550781;3.07971;3.07971;-1.77636e-15;1.89478e-15;0.00015625;80;74
0.550937;3.08401;3.08401;-1.77636e-15;1.89478e-15;0.00015625;80;74
0.551094;3.08833;3.08833;-2.22045e-15;2.36848e-15;0.00015625;80;74
0.55125;3.09266;3.09266;-1.77636e-15;1.89478e-15;0.00015625;80;74
0.551406;3.097;3.097;-2.22045e-15;2.36848e-15;0.00015625;80;74
0.551562;3.10135;3.10135;-1.77636e-15;1.89478e-15;0.00015625;80;74
0.551719;3.10572;3.10572;-2.22045e-15;2.36848e-15;0.00015625;80;74
0.551875;3.11009;3.11009;-1.77636e-15;1.89478e-15;0.00015625;80;74
0.552031;3.11447;3.11447;-2.22045e-15;2.36848e-15;0.00015625;80;74
0.552187;3.11887;3.11887;-1.77636e-15;1.89478e-15;0.00015625;80;74
0.552344;3.12327;3.12327;-2.22045e-15;2.36848e-15;0.00015625;80;74
0.5525;3.12769;3.12769;-1.77636e-15;1.89478e-15;0.00015625;80;74
0.552656;3.13212;3.13212;-2.22045e-15;2.36848e-15;0.00015625;80;74
0.552812;3.13656;3.13656;-2.22045e-15;2.36848e-15;0.00015625;80;74
0.552969;3.14101;3.14101;-2.22045e-15;2.36848e-15;0.00015625;80;74
0.553125;3.14547;3.14547;-2.22045e-15;2.36848e-15;0.00015625;80;74
0.553281;3.14995;3.14995;-2.22045e-15;2.36848e-15;0.00015625;80;74
0.553437;3.15443;3.15443;-1.77636e-15;1.89478e-15;0.00015625;80;74
0.553594;3.15893;3.15893;-2.22045e-15;2.36848e-15;0.00015625;80;74
0.55375;3.16343;3.16343;-2.22045e-15;2.36848e-15;0.00015625;80;74
0.553906;3.16795;3.16795;-2.22045e-15;2.36848e-15;0.00015625;80;74
0.554062;3.17248;3.17248;-2.22045e-15;2.36848e-15;0.00015625;80;74
0.554219;3.17703;3.17703;-2.66454e-15;2.84217e-15;0.00015625;80;74
0.554375;3.18158;3.18158;-2.22045e-15;2.36848e-15;0.00015625;80;74
0.554531;3.18614;3.18614;-2.66454e-15;2.84217e-15;0.00015625;80;74
0.554687;3.19072;3.19072;-2.66454e-15;2.84217e-15;0.00015625;80;74
0.554844;3.19531;3.19531;-2.22045e-15;2.36848e-15;0.00015625;80;74
0.555;3.19991;3.19991;-2.22045e-15;2.36848e-15;0.00015625;80;74
0.555156;3.20452;3.20452;-2.22045e-15;2.36848e-15;0.00015625;80;74
0.555312;3.20914;3.20914;-2.66454e-15;2.84217e-15;0.00015625;80;74
0.555469;3.21377;3.21377;-2.22045e-15;2.36848e-15;0.00015625;80;74
0.555625;3.21842;3.21842;-2.66454e-15;2.84217e-15;0.00015625;80;74
0.555781;3.22308;3.22308;-2.66454e-15;2.84217e-15;0.00015625;80;74
0.555937;3.22775;3.22775;-2.22045e-15;2.36848e-15;0.00015625;80;74
0.556094;3.23243;3.23243;-2.22045e-15;2.36848e-15;0.00015625;80;74
0.55625;3.23712;3.23712;-2.22045e-15;2.36848e-15;0.00015625;80;74
0.556406;3.24183;3.24183;-2.66454e-15;2.84217e-15;0.00015625;80;74
0.556562;3.24654;3.24654;-2.22045e-15;2.36848e-15;0.00015625;80;74
0.556719;3.25127;3.25127;-2.66454e-15;2.84217e-15;0.00015625;80;74
0.556875;3.25601;3.25601;-2.66454e-15;2.84217e-15;0.00015625;80;74
0.557031;3.26076;3.26076;-2.22045e-15;2.36848e-15;0.00015625;80;74
0.557187;3.26553;3.26553;-2.66454e-15;2.84217e-15;0.00015625;80;74
0.557344;3.27031;3.27031;-2.22045e-15;2.36848e-15;0.00015625;80;74
0.5575;3.27509;3.27509;-2.66454e-15;2.84217e-15;0.00015625;80;74
0.557656;3.2799;3.2799;-3.10862e-15;3.31587e-15;0.00015625;80;74
0.557812;3.28471;3.28471;-2.66454e-15;2.84217e-15;0.00015625;80;74
0.557969;3.28953;3.28953;-2.66454e-15;2.84217e-15;0.00015625;80;74
0.558125;3.29437;3.29437;-3.10862e-15;3.31587e-15;0.00015625;80;74
0.558281;3.29922;3.29922;-3.10862e-15;3.31587e-15;0.00015625;80;74
0.558437;3.30408;3.30408;-2.66454e-15;2.84217e-15;0.00015625;80;74
0.558594;3.30896;3.30896;-3.10862e-15;3.31587e-15;0.00015625;80;74
0.55875;3.31384;3.31384;-3.10862e-15;3.31587e-15;0.00015625;80;74
0.558906;3.31874;3.31874;-3.10862e-15;3.31587e-15;0.00015625;80;74
0.559062;3.32365;3.32365;-3.10862e-15;3.31587e-15;0.00015625;80;74
0.559219;3.32858;3.32858;-3.10862e-15;3.31587e-15;0.00015625;80;74
0.559375;3.33351;3.33351;-3.10862e-15;3.31587e-15;0.00015625;80;74
0.559531;3.33846;3.33846;-3.10862e-15;3.31587e-15;0.00015625;80;74
0.559687;3.34342;3.34342;-3.10862e-15;3.31587e-15;0.00015625;80;74
0.559844;3.3484;3.3484;-3.10862e-15;3.31587e-15;0.00015625;80;74
0.56;3.35338;3.35338;-2.66454e-15;2.84217e-15;0.00015625;80;74
0.560156;3.35838;3.35838;-2.66454e-15;2.84217e-15;0.00015625;80;74
0.560312;3.36339;3.36339;-3.10862e-15;3.31587e-15;0.00015625;80;74
0.560469;3.36842;3.36842;-3.10862e-15;3.31587e-15;0.00015625;80;74
0.560625;3.37345;3.37345;-3.10862e-15;3.31587e-15;0.00015625;80;74
0.560781;3.3785;3.3785;-3.55271e-15;3.78956e-15;0.00015625;80;74
0.560937;3.38357;3.38357;-3.10862e-15;3.31587e-15;0.00015625;80;74
0.561094;3.38864;3.38864;-3.10862e-15;3.31587e-15;0.00015625;80;74
0.56125;3.39373;3.39373;-3.10862e-15;3.31587e-15;0.00015625;80;74
0.561406;3.39883;3.39883;-3.10862e-15;3.31587e-15;0.00015625;80;74
0.561562;3.40394;3.40394;-3.55271e-15;3.78956e-15;0.00015625;80;74
0.561719;3.40907;3.40907;-3.55271e-15;3.78956e-15;0.00015625;80;74
0.561875;3.41421;3.41421;-3.55271e-15;3.78956e-15;0.00015625;80;74
0.562031;3.41936;3.41936;-3.55271e-15;3.78956e-15;0.00015625;80;74
0.562187;3.42453;3.42453;-3.55271e-15;3.78956e-15;0.00015625;80;74
0.562344;3.4297;3.4297;-3.55271e-15;3.78956e-15;0.00015625;80;74
0.5625;3.4349;3.4349;-3.55271e-15;3.78956e-15;0.00015625;80;74
0.562656;3.4401;3.4401;-3.10862e-15;3.31587e-15;0.00015625;80;74
0.562812;3.44532;3.44532;-3.55271e-15;3.78956e-15;0.00015625;80;74
0.562969;3.45055;3.45055;-3.55271e-15;3.78956e-15;0.00015625;80;74
0.563125;3.45579;3.45579;-3.55271e-15;3.78956e-15;0.00015625;80;74
0.563281;3.46105;3.46105;-3.55271e-15;3.78956e-15;0.00015625;80;74
0.563437;3.46632;3.46632;-3.55271e-15;3.78956e-15;0.00015625;80;74
0.563594;3.4716;3.4716;-3.55271e-15;3.78956e-15;0.00015625;80;74
0.56375;3.4769;3.4769;-3.55271e-15;3.78956e-15;0.00015625;80;74
0.563906;3.48221;3.48221;-3.55271e-15;3.78956e-15;0.00015625;80;74
0.564062;3.48753;3.48753;-3.55271e-15;3.78956e-15;0.00015625;80;74
0.564219;3.49287;3.49287;-3.9968e-15;4.26326e-15;0.00015625;80;74
0.564375;3.49822;3.49822;-3.55271e-15;3.78956e-15;0.00015625;80;74
0.564531;3.50358;3.50358;-3.55271e-15;3.78956e-15;0.00015625;80;74
0.564687;3.50896;3.50896;-4.44089e-15;4.73695e-15;0.00015625;80;74
0.564844;3.51435;3.51435;-3.9968e-15;4.26326e-15;0.00015625;80;74
0.565;3.51975;3.51975;-3.9968e-15;4.26326e-15;0.00015625;80;74
0.565156;3.52517;3.52517;-3.9968e-15;4.26326e-15;0.00015625;80;74
0.565312;3.5306;3.5306;-3.9968e-15;4.26326e-15;0.00015625;80;74
0.565469;3.53605;3.53605;-3.9968e-15;4.26326e-15;0.00015625;80;74
0.565625;3.5415;3.5415;-3.9968e-15;4.26326e-15;0.00015625;80;74
0.565781;3.54697;3.54697;-3.9968e-15;4.26326e-15;0.00015625;80;74
0.565937;3.55246;3.55246;-4.44089e-15;4.73695e-15;0.00015625;80;74
0.566094;3.55796;3.55796;-3.9968e-15;4.26326e-15;0.00015625;80;74
0.56625;3.56347;3.56347;-4.44089e-15;4.73695e-15;0.00015625;80;74
0.566406;3.569;3.569;-3.9968e-15;4.26326e-15;0.00015625;80;74
0.566562;3.57454;3.57454;-3.9968e-15;4.26326e-15;0.00015625;80;74
0.566719;3.58009;3.58009;-3.9968e-15;4.26326e-15;0.00015625;80;74
0.566875;3.58566;3.58566;-3.9968e-15;4.26326e-15;0.00015625;80;74
0.567031;3.59124;3.59124;-4.44089e-15;4.73695e-15;0.00015625;80;74
0.567187;3.59684;3.59684;-4.44089e-15;4.73695e-15;0.00015625;80;74
0.567344;3.60245;3.60245;-3.9968e-15;4.26326e-15;0.00015625;80;74
0.5675;3.60807;3.60807;-4.88498e-15;5.21065e-15;0.00015625;80;74
0.567656;3.61371;3.61371;-4.44089e-15;4.73695e-15;0.00015625;80;74
0.567812;3.61936;3.61936;-4.88498e-15;5.21065e-15;0.00015625;80;74
0.567969;3.62502;3.62502;-4.44089e-15;4.73695e-15;0.00015625;80;74
0.568125;3.6307;3.6307;-4.88498e-15;5.21065e-15;0.00015625;80;74
0.568281;3.6364;3.6364;-4.88498e-15;5.21065e-15;0.00015625;80;74
0.568437;3.6421;3.6421;-4.44089e-15;4.73695e-15;0.00015625;80;74
0.568594;3.64783;3.64783;-4.44089e-15;4.73695e-15;0.00015625;80;74
0.56875;3.65356;3.65356;-4.88498e-15;5.21065e-15;0.00015625;80;74
0.568906;3.65931;3.65931;-4.44089e-15;4.73695e-15;0.00015625;80;74
0.569062;3.66508;3.66508;-4.44089e-15;4.73695e-15;0.00015625;80;74
0.569219;3.67085;3.67085;-4.88498e-15;5.21065e-15;0.00015625;80;74
0.569375;3.67665;3.67665;-4.88498e-15;5.21065e-15;0.00015625;80;74
0.569531;3.68245;3.68245;-4.88498e-15;5.21065e-15;0.00015625;80;74
0.569687;3.68827;3.68827;-4.88498e-15;5.21065e-15;0.00015625;80;74
0.569844;3.69411;3.69411;-5.32907e-15;5.68434e-15;0.00015625;80;74
0.57;3.69996;3.69996;-4.88498e-15;5.21065e-15;0.00015625;80;74
0.570156;3.70582;3.70582;-4.88498e-15;5.21065e-15;0.00015625;80;74
0.570312;3.7117;3.7117;-4.88498e-15;5.21065e-15;0.00015625;80;74
0.570469;3.71759;3.71759;-5.32907e-15;5.68434e-15;0.00015625;80;74
0.570625;3.7235;3.7235;-5.32907e-15;5.68434e-15;0.00015625;80;74
0.570781;3.72942;3.72942;-5.32907e-15;5.68434e-15;0.00015625;80;74
0.570937;3.73536;3.73536;-5.32907e-15;5.68434e-15;0.00015625;80;74
0.571094;3.74131;3.74131;-4.88498e-15;5.21065e-15;0.00015625;80;74
0.57125;3.74727;3.74727;-5.32907e-15;5.68434e-15;0.00015625;80;74
0.571406;3.75325;3.75325;-5.32907e-15;5.68434e-15;0.00015625;80;74
0.571562;3.75924;3.75924;-5.32907e-15;5.68434e-15;0.00015625;80;74
0.571719;3.76525;3.76525;-5.32907e-15;5.68434e-15;0.00015625;80;74
0.571875;3.77128;3.77128;-5.32907e-15;5.68434e-15;0.00015625;80;74
0.572031;3.77731;3.77731;-5.32907e-15;5.68434e-15;0.00015625;80;74
0.572187;3.78337;3.78337;-5.32907e-15;5.68434e-15;0.00015625;80;74
0.572344;3.78943;3.78943;-5.32907e-15;5.68434e-15;0.00015625;80;74
0.5725;3.79551;3.79551;-5.32907e-15;5.68434e-15;0.00015625;80;74
0.572656;3.80161;3.80161;-5.32907e-15;5.68434e-15;0.00015625;80;74
0.572812;3.80772;3.80772;-5.77316e-15;6.15804e-15;0.00015625;80;74
0.572969;3.81384;3.81384;-5.77316e-15;6.15804e-15;0.00015625;80;74
0.573125;3.81998;3.81998;-5.77316e-15;6.15804e-15;0.00015625;80;74
0.573281;3.82614;3.82614;-5.77316e-15;6.15804e-15;0.00015625;80;74
0.573437;3.83231;3.83231;-5.32907e-15;5.68434e-15;0.00015625;80;74
0.573594;3.83849;3.83849;-5.32907e-15;5.68434e-15;0.00015625;80;74
0.57375;3.84469;3.84469;-5.77316e-15;6.15804e-15;0.00015625;80;74
0.573906;3.85091;3.85091;-5.77316e-15;6.15804e-15;0.00015625;80;74
0.574062;3.85713;3.85713;-5.77316e-15;6.15804e-15;0.00015625;80;74
0.574219;3.86338;3.86338;-5.77316e-15;6.15804e-15;0.00015625;80;74
0.574375;3.86964;3.86964;-6.21725e-15;6.63173e-15;0.00015625;80;74
0.574531;3.87591;3.87591;-6.21725e-15;6.63173e-15;0.00015625;80;74
0.574687;3.8822;3.8822;-6.21725e-15;6.63173e-15;0.00015625;80;74
0.574844;3.8885;3.8885;-6.21725e-15;6.63173e-15;0.00015625;80;74
0.575;3.89482;3.89482;-6.21725e-15;6.63173e-15;0.00015625;80;74
0.575156;3.90115;3.90115;-5.77316e-15;6.15804e-15;0.00015625;80;74
0.575312;3.9075;3.9075;-6.21725e-15;6.63173e-15;0.00015625;80;74
0.575469;3.91386;3.91386;-6.21725e-15;6.63173e-15;0.00015625;80;74
0.575625;3.92024;3.92024;-6.21725e-15;6.63173e-15;0.00015625;80;74
0.575781;3.92663;3.92663;-6.21725e-15;6.63173e-15;0.00015625;80;74
0.575937;3.93304;3.93304;-6.21725e-15;6.63173e-15;0.00015625;80;74
0.576094;3.93946;3.93946;-6.21725e-15;6.63173e-15;0.00015625;80;74
